,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome
1299,33,unemployed,single,tertiary,no,1974,no,no,cellular,14,aug,2,191,1,failure
1300,36,services,single,tertiary,no,1189,no,no,cellular,17,aug,1,-1,0,unknown
1301,35,management,single,tertiary,no,431,no,no,cellular,17,aug,2,397,1,failure
1302,24,technician,married,secondary,no,556,yes,no,cellular,18,aug,2,-1,0,unknown
1303,34,housemaid,married,tertiary,no,0,no,no,cellular,18,aug,1,84,2,failure
1304,55,technician,married,secondary,no,1938,no,yes,cellular,18,aug,1,386,3,success
1305,67,retired,divorced,tertiary,no,443,no,no,cellular,18,aug,1,-1,0,unknown
1306,43,admin.,married,secondary,no,132,no,no,cellular,19,aug,1,84,3,success
1307,44,admin.,married,secondary,no,10905,no,no,cellular,19,aug,2,271,1,other
1308,29,management,single,tertiary,no,2531,no,no,cellular,19,aug,1,-1,0,unknown
1309,32,management,married,tertiary,no,1270,no,no,cellular,19,aug,3,-1,0,unknown
1310,62,self-employed,divorced,secondary,no,0,yes,no,cellular,20,aug,1,-1,0,unknown
1311,20,student,single,secondary,no,215,no,no,cellular,21,aug,4,183,1,other
1312,38,technician,married,secondary,no,6728,no,no,cellular,21,aug,4,-1,0,unknown
1313,71,retired,divorced,secondary,no,5584,no,no,cellular,21,aug,3,-1,0,unknown
1314,29,management,single,tertiary,no,265,no,no,cellular,24,aug,2,94,1,success
1315,48,housemaid,married,tertiary,no,5473,no,no,cellular,24,aug,2,-1,0,unknown
1316,37,technician,married,tertiary,no,127,yes,no,cellular,25,aug,1,193,1,success
1317,18,student,single,unknown,no,3,no,no,cellular,25,aug,2,-1,0,unknown
1318,86,retired,divorced,primary,no,0,no,no,telephone,26,aug,1,-1,0,unknown
1319,42,management,married,tertiary,no,294,no,no,cellular,26,aug,1,-1,0,unknown
1320,28,management,single,tertiary,no,223,yes,no,telephone,27,aug,2,119,1,other
1321,30,management,married,tertiary,no,7,yes,no,cellular,28,aug,1,164,4,other
1322,39,blue-collar,single,primary,no,24277,no,no,cellular,28,aug,1,-1,0,unknown
1323,36,management,single,tertiary,no,490,no,no,cellular,28,aug,8,98,1,failure
1324,51,management,married,tertiary,no,2635,no,no,cellular,1,sep,1,98,2,failure
1325,25,services,single,secondary,no,162,yes,no,cellular,1,sep,2,-1,0,unknown
1326,34,services,single,secondary,no,528,yes,no,cellular,2,sep,3,100,5,other
1327,30,admin.,single,secondary,no,0,no,no,cellular,4,sep,3,-1,0,unknown
1328,57,management,divorced,tertiary,no,6468,yes,no,cellular,4,sep,1,157,4,failure
1329,52,technician,married,secondary,no,0,yes,no,cellular,7,sep,1,294,1,failure
1330,43,blue-collar,married,secondary,no,2160,no,no,cellular,8,sep,1,98,1,success
1331,58,management,married,tertiary,no,1227,no,no,cellular,8,sep,2,95,1,success
1332,60,retired,married,secondary,no,0,no,no,cellular,9,sep,1,-1,0,unknown
1333,34,management,married,tertiary,no,158,no,no,cellular,9,sep,2,132,4,failure
1334,32,blue-collar,married,secondary,no,889,yes,no,cellular,10,sep,1,99,5,success
1335,71,retired,divorced,tertiary,yes,1236,yes,no,cellular,14,sep,4,-1,0,unknown
1336,47,technician,divorced,secondary,no,1013,no,no,cellular,15,sep,1,92,3,failure
1337,46,management,married,tertiary,no,273,yes,no,cellular,15,sep,1,105,3,failure
1338,40,admin.,married,secondary,no,4775,no,no,cellular,15,sep,1,-1,0,unknown
1339,50,housemaid,married,secondary,no,388,no,no,cellular,15,sep,2,99,4,failure
1340,52,housemaid,married,primary,no,10943,no,no,cellular,16,sep,1,-1,0,unknown
1341,26,management,single,tertiary,no,1646,no,no,cellular,18,sep,5,-1,0,unknown
1342,43,management,divorced,tertiary,no,2367,no,no,cellular,22,sep,1,113,3,success
1343,45,blue-collar,married,secondary,no,10252,no,no,cellular,22,sep,1,141,2,success
1344,47,admin.,married,secondary,no,2601,no,no,cellular,24,sep,1,-1,0,unknown
1345,57,management,married,tertiary,no,10583,no,no,cellular,28,sep,3,98,3,success
1346,50,technician,divorced,secondary,no,0,no,no,cellular,29,sep,1,120,2,failure
1347,84,entrepreneur,married,secondary,no,0,no,no,telephone,30,sep,2,-1,0,unknown
1348,54,management,married,tertiary,no,8295,no,no,cellular,2,oct,2,119,1,success
1349,44,management,married,unknown,no,282,no,no,cellular,6,oct,3,-1,0,unknown
1350,36,technician,married,tertiary,no,4596,yes,no,cellular,8,oct,2,175,2,success
1351,42,management,married,unknown,no,849,yes,no,cellular,8,oct,1,321,1,other
1352,25,technician,single,secondary,no,139,no,yes,cellular,12,oct,1,-1,0,unknown
1353,51,entrepreneur,divorced,tertiary,no,2109,no,no,cellular,13,oct,2,-1,0,unknown
1354,83,retired,single,primary,no,1965,no,no,telephone,13,oct,3,-1,0,unknown
1355,23,student,single,secondary,no,107,no,no,cellular,14,oct,1,183,1,success
1356,54,blue-collar,married,primary,no,1311,no,no,telephone,15,oct,3,184,3,failure
1357,57,management,married,tertiary,no,1318,no,no,cellular,16,oct,1,185,2,failure
1358,31,management,married,tertiary,no,6138,no,no,cellular,16,oct,2,119,5,failure
1359,73,retired,married,unknown,no,519,no,no,telephone,16,oct,1,57,1,failure
1360,40,technician,married,secondary,no,2266,no,no,cellular,16,oct,1,147,5,failure
1361,61,management,married,tertiary,no,0,no,no,cellular,16,oct,2,-1,0,unknown
1362,74,retired,divorced,secondary,no,4079,no,no,cellular,19,oct,3,-1,0,unknown
1363,30,student,single,tertiary,no,7529,no,no,cellular,19,oct,1,-1,0,unknown
1364,87,retired,divorced,primary,no,6746,no,no,telephone,21,oct,1,-1,0,unknown
1365,92,retired,married,unknown,no,775,no,no,cellular,22,oct,3,-1,0,unknown
1366,29,self-employed,married,secondary,no,123,no,yes,cellular,22,oct,1,184,3,success
1367,29,technician,single,tertiary,no,2178,no,no,cellular,22,oct,2,139,1,other
1368,73,retired,married,primary,no,796,no,no,cellular,23,oct,1,182,2,failure
1369,77,management,married,unknown,no,1780,yes,no,cellular,23,oct,2,183,3,success
1370,76,retired,married,secondary,no,4112,no,no,telephone,23,oct,2,-1,0,unknown
1371,41,unknown,single,unknown,no,942,no,no,cellular,27,oct,1,188,1,success
1372,57,housemaid,married,tertiary,no,2326,no,no,cellular,28,oct,1,194,1,success
1373,51,self-employed,single,secondary,no,0,no,no,cellular,29,oct,2,-1,0,unknown
1374,50,technician,married,secondary,no,3654,no,no,cellular,29,oct,2,78,2,other
1375,54,housemaid,married,secondary,no,962,yes,no,cellular,29,oct,3,-1,0,unknown
1376,61,management,married,tertiary,no,477,yes,no,cellular,29,oct,1,520,1,other
1377,30,technician,single,secondary,no,853,no,no,cellular,29,oct,1,148,1,failure
1378,41,unemployed,married,tertiary,no,0,no,no,cellular,30,oct,3,-1,0,unknown
1379,44,admin.,married,secondary,no,205,no,no,cellular,3,nov,1,-1,0,unknown
1380,52,admin.,single,secondary,no,2398,yes,no,cellular,3,nov,1,-1,0,unknown
1381,33,services,married,secondary,no,1697,no,no,cellular,3,nov,1,-1,0,unknown
1382,27,management,single,tertiary,no,1720,no,no,cellular,3,nov,2,273,1,failure
1383,34,management,married,tertiary,no,1778,no,no,cellular,4,nov,1,162,2,failure
1384,42,management,married,tertiary,no,2816,no,no,cellular,10,nov,2,-1,0,unknown
1385,52,unemployed,married,secondary,no,94,no,no,cellular,10,nov,3,190,10,failure
1386,33,services,married,secondary,no,1076,no,no,cellular,11,nov,1,96,5,failure
1387,36,blue-collar,single,secondary,no,3623,no,no,unknown,12,nov,1,378,1,success
1388,38,admin.,married,secondary,no,1767,yes,no,cellular,12,nov,7,-1,0,unknown
1389,77,retired,married,primary,no,2590,no,no,telephone,13,nov,3,277,12,failure
1390,39,admin.,married,secondary,no,260,yes,no,cellular,13,nov,1,94,4,success
1391,67,retired,married,secondary,no,1146,no,no,cellular,13,nov,1,92,2,failure
1392,31,services,single,secondary,no,181,no,no,cellular,13,nov,2,93,2,success
1393,33,management,married,tertiary,no,271,yes,no,cellular,13,nov,2,91,2,success
1394,64,retired,married,unknown,no,679,no,no,telephone,16,nov,1,-1,0,unknown
1395,43,management,married,tertiary,no,3186,no,no,cellular,16,nov,1,88,1,failure
1396,40,admin.,married,tertiary,no,764,yes,no,unknown,17,nov,1,-1,0,unknown
1397,78,retired,married,tertiary,no,1204,no,no,telephone,17,nov,1,-1,0,unknown
1398,52,technician,married,secondary,no,234,no,no,cellular,17,nov,1,-1,0,unknown
1399,31,admin.,single,secondary,no,4198,no,no,cellular,25,nov,1,-1,0,unknown
1400,58,technician,married,secondary,no,3399,no,no,telephone,30,nov,2,188,8,success
1401,28,admin.,married,secondary,no,330,no,no,cellular,2,dec,1,188,3,other
1402,31,technician,married,secondary,no,318,no,no,cellular,2,dec,1,-1,0,unknown
1403,29,technician,single,secondary,no,1165,no,no,cellular,3,dec,2,184,1,success
1404,68,retired,married,tertiary,no,2820,no,no,cellular,3,dec,1,97,2,failure
1405,29,management,single,tertiary,no,1445,no,no,cellular,4,dec,2,-1,0,unknown
1406,73,retired,divorced,primary,no,5028,no,no,cellular,4,dec,10,-1,0,unknown
1407,29,student,single,secondary,no,314,no,no,cellular,7,dec,2,116,4,failure
1408,50,admin.,married,secondary,no,10250,yes,no,cellular,7,dec,3,385,2,other
1409,59,unemployed,married,secondary,no,957,no,no,cellular,9,dec,2,-1,0,unknown
1410,80,retired,married,primary,no,155,no,no,telephone,9,dec,2,-1,0,unknown
1411,58,management,married,tertiary,no,256,no,no,cellular,10,dec,1,188,3,success
1412,72,retired,married,secondary,no,1533,no,no,cellular,16,dec,2,-1,0,unknown
1413,30,management,single,tertiary,no,102,yes,no,cellular,18,dec,3,-1,0,unknown
1414,75,retired,divorced,secondary,no,1341,no,no,cellular,18,dec,7,-1,0,unknown
1415,30,unemployed,divorced,secondary,no,7105,no,no,cellular,22,dec,2,-1,0,unknown
1416,52,unemployed,divorced,secondary,no,230,no,no,cellular,24,dec,2,-1,0,unknown
1417,33,management,married,tertiary,no,1808,no,no,cellular,28,dec,3,-1,0,unknown
1418,25,technician,single,secondary,no,139,no,yes,cellular,11,jan,1,91,1,success
1419,55,admin.,married,secondary,no,1633,no,no,cellular,11,jan,1,192,2,success
1420,33,management,married,tertiary,no,6513,yes,no,cellular,11,jan,1,343,1,other
1421,66,self-employed,married,tertiary,no,147,no,no,telephone,12,jan,1,-1,0,unknown
