,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,term_deposit
307,32,self-employed,married,tertiary,no,3601,no,no,cellular,22,aug,15,-1,0,unknown,no
308,49,blue-collar,married,primary,no,3,no,yes,cellular,9,jul,6,-1,0,unknown,yes
309,45,blue-collar,married,secondary,no,3169,no,no,cellular,21,nov,1,-1,0,unknown,no
310,51,retired,married,secondary,no,1435,no,no,unknown,11,jun,1,-1,0,unknown,yes
311,37,blue-collar,married,unknown,no,-118,yes,no,cellular,18,may,2,-1,0,unknown,no
312,32,admin.,single,secondary,no,-15,no,no,unknown,27,may,2,-1,0,unknown,no
313,45,management,single,tertiary,no,2067,yes,no,cellular,13,aug,2,462,1,success,yes
314,53,retired,single,primary,no,0,no,no,unknown,9,jun,1,-1,0,unknown,no
315,33,admin.,married,secondary,no,-370,yes,no,cellular,7,may,1,345,1,failure,yes
316,54,unemployed,married,secondary,no,1561,no,no,cellular,25,may,3,186,2,failure,yes
317,39,services,married,secondary,no,1179,no,no,cellular,25,may,1,-1,0,unknown,yes
318,29,blue-collar,single,primary,no,145,no,no,unknown,3,jul,1,-1,0,unknown,no
319,51,technician,married,secondary,no,58,yes,no,cellular,11,jul,2,-1,0,unknown,no
320,31,admin.,single,tertiary,no,4041,no,no,cellular,30,apr,2,-1,0,unknown,yes
321,33,services,married,secondary,no,227,yes,yes,cellular,13,aug,2,-1,0,unknown,yes
322,30,admin.,single,secondary,no,983,yes,no,cellular,27,may,2,-1,0,unknown,yes
323,35,technician,married,secondary,no,2779,no,no,cellular,22,oct,2,-1,0,unknown,yes
324,39,student,single,tertiary,no,2103,no,no,cellular,2,feb,1,-1,0,unknown,yes
325,30,services,single,tertiary,no,-477,no,yes,cellular,21,aug,2,-1,0,unknown,yes
326,51,entrepreneur,married,primary,no,726,yes,yes,cellular,15,apr,2,-1,0,unknown,no
327,47,services,divorced,tertiary,no,1639,no,no,cellular,12,jan,1,-1,0,unknown,yes
328,49,blue-collar,married,primary,no,2481,no,yes,cellular,29,jul,5,-1,0,unknown,no
329,65,retired,married,primary,no,276,no,no,cellular,22,apr,1,-1,0,unknown,yes
330,66,management,married,unknown,no,2149,yes,no,cellular,30,nov,6,103,4,other,no
331,57,blue-collar,married,primary,no,2112,no,no,cellular,12,aug,2,-1,0,unknown,yes
332,56,technician,married,secondary,no,264,yes,yes,cellular,7,may,2,280,5,success,no
333,63,retired,married,secondary,no,4752,no,no,cellular,2,sep,2,-1,0,unknown,yes
334,43,admin.,married,tertiary,no,189,yes,no,cellular,14,jul,4,-1,0,unknown,yes
335,71,retired,married,primary,no,2600,no,no,cellular,13,nov,2,98,1,success,yes
336,31,management,single,tertiary,no,37,no,no,cellular,8,aug,2,-1,0,unknown,yes
337,32,technician,married,secondary,no,169,yes,no,cellular,12,may,4,350,1,failure,no
338,32,management,married,tertiary,no,644,yes,yes,unknown,8,may,2,-1,0,unknown,no
339,55,technician,married,tertiary,no,255,no,no,cellular,22,jul,1,-1,0,unknown,no
340,43,blue-collar,married,primary,no,50,no,no,unknown,28,may,8,-1,0,unknown,no
341,30,self-employed,single,tertiary,no,3343,no,no,cellular,1,jun,1,-1,0,unknown,yes
342,54,self-employed,married,tertiary,no,990,no,no,cellular,3,jun,2,-1,0,unknown,yes
343,40,services,married,secondary,no,473,yes,no,cellular,28,jul,3,-1,0,unknown,yes
344,39,housemaid,divorced,secondary,yes,127,no,no,unknown,20,jun,2,-1,0,unknown,no
345,34,management,married,tertiary,no,3047,no,no,cellular,30,apr,1,160,5,other,yes
346,51,technician,married,secondary,no,12061,yes,no,unknown,13,may,1,-1,0,unknown,no
347,35,blue-collar,married,secondary,no,1055,no,no,unknown,18,nov,2,-1,0,unknown,yes
348,31,blue-collar,married,secondary,no,99,yes,no,cellular,29,jan,3,-1,0,unknown,no
349,42,services,married,secondary,no,774,no,no,cellular,28,jan,1,-1,0,unknown,yes
350,26,technician,single,secondary,no,668,yes,no,unknown,28,may,3,-1,0,unknown,yes
351,19,student,single,primary,no,134,no,no,cellular,27,mar,2,-1,0,unknown,yes
352,58,blue-collar,married,primary,no,5188,yes,no,cellular,25,aug,6,-1,0,unknown,yes
353,41,self-employed,married,secondary,no,3123,yes,no,cellular,19,nov,2,-1,0,unknown,no
354,42,blue-collar,single,secondary,no,1080,yes,yes,cellular,13,may,3,370,4,failure,yes
355,56,admin.,married,secondary,no,6005,yes,no,unknown,19,jun,6,-1,0,unknown,no
356,29,admin.,married,secondary,no,0,yes,yes,cellular,4,feb,2,229,3,other,no
357,47,blue-collar,divorced,primary,no,556,yes,no,unknown,14,may,4,-1,0,unknown,no
358,55,technician,divorced,tertiary,no,1402,no,no,cellular,19,aug,4,-1,0,unknown,no
359,33,services,married,secondary,no,3444,yes,no,telephone,21,oct,1,91,4,failure,yes
360,40,blue-collar,married,secondary,no,30,yes,no,unknown,14,may,3,-1,0,unknown,no
361,30,management,married,tertiary,no,944,no,no,cellular,29,oct,2,-1,0,unknown,yes
362,60,management,married,tertiary,no,5041,no,no,telephone,4,nov,1,-1,0,unknown,yes
363,45,self-employed,married,tertiary,no,35589,no,no,telephone,18,nov,2,-1,0,unknown,no
364,33,admin.,single,secondary,no,-110,no,no,cellular,14,jul,3,-1,0,unknown,no
365,31,technician,married,tertiary,no,3338,yes,no,cellular,21,dec,2,-1,0,unknown,yes
366,32,management,single,tertiary,no,312,no,no,cellular,17,feb,2,-1,0,unknown,yes
367,34,management,married,secondary,no,0,no,no,cellular,2,feb,1,-1,0,unknown,no
368,29,self-employed,single,tertiary,no,476,yes,no,cellular,18,may,1,-1,0,unknown,yes
369,56,blue-collar,married,primary,no,3206,no,no,cellular,18,aug,3,-1,0,unknown,no
370,54,unemployed,divorced,secondary,no,1664,no,no,cellular,15,sep,1,105,3,success,yes
371,37,technician,married,secondary,yes,0,no,yes,cellular,24,jul,1,-1,0,unknown,no
372,46,admin.,single,secondary,no,1693,yes,no,cellular,20,oct,1,-1,0,unknown,yes
373,29,blue-collar,single,secondary,no,0,no,no,unknown,21,may,1,-1,0,unknown,no
374,35,technician,married,secondary,no,-78,no,no,cellular,28,aug,13,-1,0,unknown,no
375,30,management,single,tertiary,no,280,no,no,cellular,12,aug,1,-1,0,unknown,no
376,49,blue-collar,single,primary,no,2146,yes,no,cellular,7,may,2,353,2,other,yes
377,36,blue-collar,married,secondary,no,1165,yes,no,unknown,13,may,4,-1,0,unknown,yes
378,33,management,single,secondary,no,99,yes,no,unknown,26,may,11,-1,0,unknown,no
379,43,blue-collar,married,secondary,no,699,yes,yes,cellular,20,nov,2,122,2,other,yes
380,38,management,single,tertiary,no,574,yes,no,cellular,28,jan,1,-1,0,unknown,no
381,59,retired,divorced,primary,no,81,yes,no,unknown,5,may,1,-1,0,unknown,no
382,24,blue-collar,single,secondary,no,833,yes,no,cellular,15,may,1,-1,0,unknown,yes
383,33,management,single,tertiary,no,726,no,no,cellular,28,jan,1,-1,0,unknown,no
384,46,blue-collar,single,tertiary,no,283,no,no,cellular,7,apr,1,-1,0,unknown,yes
385,34,technician,married,secondary,no,904,no,no,cellular,6,feb,3,-1,0,unknown,no
386,49,management,married,tertiary,no,1050,yes,no,cellular,18,nov,1,-1,0,unknown,yes
387,58,blue-collar,married,secondary,no,3027,yes,no,cellular,24,apr,1,-1,0,unknown,yes
388,29,blue-collar,married,secondary,no,2870,yes,no,cellular,16,jul,1,-1,0,unknown,yes
389,49,technician,divorced,secondary,no,30,no,yes,cellular,15,jul,2,-1,0,unknown,no
390,41,services,married,unknown,no,88,yes,no,cellular,11,may,1,336,2,failure,no
391,36,self-employed,divorced,tertiary,no,1354,yes,no,cellular,14,may,1,356,2,success,yes
392,51,unemployed,divorced,tertiary,no,0,no,no,cellular,31,jul,2,-1,0,unknown,yes
393,54,retired,married,secondary,no,1371,no,no,telephone,25,jul,2,-1,0,unknown,yes
394,47,admin.,married,secondary,no,2524,yes,no,cellular,19,nov,1,-1,0,unknown,no
395,60,management,married,tertiary,no,2222,yes,no,cellular,11,jul,2,-1,0,unknown,yes
396,33,blue-collar,single,secondary,no,76,yes,no,unknown,4,jun,4,-1,0,unknown,yes
397,32,management,single,tertiary,no,2667,yes,no,cellular,12,aug,2,-1,0,unknown,yes
398,30,management,married,tertiary,no,562,no,no,cellular,21,aug,4,-1,0,unknown,no
399,66,housemaid,married,primary,no,1230,no,no,cellular,17,dec,3,-1,0,unknown,yes
400,26,unemployed,married,primary,no,70,yes,no,unknown,28,may,2,-1,0,unknown,no
401,27,technician,single,secondary,no,2293,yes,no,cellular,18,may,3,364,1,other,no
402,45,management,divorced,secondary,no,644,yes,no,cellular,19,nov,1,168,1,success,yes
403,44,blue-collar,single,secondary,no,0,no,no,cellular,20,apr,1,-1,0,unknown,yes
404,21,technician,single,unknown,no,360,no,no,cellular,26,may,2,-1,0,unknown,yes
405,35,blue-collar,single,primary,no,90,yes,no,unknown,23,may,1,-1,0,unknown,no
406,42,blue-collar,married,primary,no,201,yes,no,cellular,30,apr,1,85,2,failure,yes
407,30,blue-collar,married,primary,no,-336,no,no,cellular,10,jul,6,-1,0,unknown,no
408,27,technician,married,secondary,no,130,yes,no,cellular,7,may,3,-1,0,unknown,no
409,35,management,married,tertiary,no,0,yes,no,cellular,11,nov,2,96,3,success,yes
410,33,technician,single,tertiary,no,6127,no,no,cellular,8,aug,3,-1,0,unknown,no
411,43,management,married,tertiary,no,2640,no,no,cellular,21,nov,4,-1,0,unknown,yes
412,36,technician,married,secondary,no,1038,yes,no,telephone,14,may,3,-1,0,unknown,no
413,46,blue-collar,married,primary,no,4,no,yes,unknown,20,jun,1,-1,0,unknown,no
414,34,admin.,single,secondary,no,-32,no,yes,cellular,30,apr,2,-1,0,unknown,yes
415,42,blue-collar,married,secondary,no,3396,yes,yes,telephone,20,nov,4,-1,0,unknown,no
416,60,retired,divorced,secondary,no,935,no,no,cellular,31,jul,17,-1,0,unknown,no
417,34,blue-collar,married,secondary,no,2495,yes,no,unknown,23,may,1,-1,0,unknown,yes
418,49,management,married,tertiary,no,22520,no,no,cellular,21,nov,9,-1,0,unknown,yes
419,73,retired,married,unknown,no,3443,no,no,telephone,4,sep,3,-1,0,unknown,yes
420,37,admin.,married,secondary,no,1314,yes,no,cellular,12,feb,4,210,3,failure,yes
421,33,technician,married,tertiary,no,4401,no,no,cellular,30,apr,1,-1,0,unknown,yes
422,28,blue-collar,married,primary,no,254,yes,no,cellular,20,apr,2,-1,0,unknown,no
423,37,admin.,single,secondary,no,-332,yes,no,unknown,23,may,2,-1,0,unknown,no
424,48,blue-collar,married,secondary,no,741,yes,no,cellular,16,apr,1,-1,0,unknown,no
425,72,retired,married,primary,no,3856,no,no,cellular,10,dec,4,115,1,other,yes
426,43,management,single,tertiary,no,11891,no,no,cellular,4,dec,5,242,1,success,yes
427,28,blue-collar,married,primary,no,4,yes,no,unknown,23,may,1,-1,0,unknown,no
428,35,management,divorced,tertiary,no,505,no,no,cellular,23,jul,1,-1,0,unknown,no
429,39,admin.,married,secondary,no,130,yes,yes,cellular,4,feb,2,-1,0,unknown,yes
430,29,technician,single,secondary,no,3466,no,no,cellular,21,apr,1,-1,0,unknown,yes
431,47,management,single,tertiary,no,255,no,yes,cellular,30,jul,4,-1,0,unknown,yes
432,41,management,single,tertiary,no,-426,yes,no,cellular,9,jul,1,-1,0,unknown,no
433,58,management,married,tertiary,no,1101,no,no,telephone,17,nov,3,-1,0,unknown,no
434,42,blue-collar,married,tertiary,no,1993,yes,no,cellular,20,apr,2,-1,0,unknown,no
435,58,retired,married,primary,no,2074,no,no,cellular,18,jun,2,-1,0,unknown,yes
436,31,blue-collar,single,secondary,no,0,yes,yes,unknown,16,may,1,-1,0,unknown,no
437,32,technician,married,secondary,no,560,no,no,cellular,6,aug,4,-1,0,unknown,yes
438,45,technician,married,tertiary,no,2359,no,no,cellular,18,aug,7,-1,0,unknown,no
439,42,technician,married,tertiary,no,757,no,no,cellular,30,apr,1,79,1,success,yes
440,44,technician,divorced,secondary,no,14,no,no,cellular,13,aug,1,-1,0,unknown,yes
441,51,unemployed,divorced,tertiary,no,5,no,no,cellular,18,nov,1,-1,0,unknown,no
442,34,services,single,secondary,no,2,yes,no,cellular,15,may,2,-1,0,unknown,yes
443,33,management,married,tertiary,no,2126,no,no,cellular,8,aug,2,-1,0,unknown,no
444,25,student,single,secondary,no,331,no,no,telephone,26,aug,4,-1,0,unknown,yes
445,48,unemployed,married,secondary,no,11371,yes,no,cellular,30,apr,1,86,3,failure,no
446,40,services,single,secondary,no,1547,yes,no,cellular,20,nov,1,-1,0,unknown,yes
447,59,unemployed,married,secondary,no,1047,no,no,cellular,21,aug,1,184,3,success,yes
448,29,technician,single,secondary,no,590,no,no,cellular,27,aug,1,94,1,success,yes
449,53,technician,married,secondary,no,6831,no,no,cellular,13,may,2,-1,0,unknown,yes
450,42,technician,single,tertiary,no,2625,no,no,cellular,29,jul,2,-1,0,unknown,yes
451,42,management,married,tertiary,no,3713,no,no,cellular,19,nov,2,-1,0,unknown,yes
452,36,blue-collar,married,unknown,no,722,yes,no,cellular,18,nov,1,182,2,failure,no
453,56,retired,divorced,tertiary,no,13094,no,no,cellular,25,may,1,-1,0,unknown,yes
454,60,retired,divorced,secondary,no,-639,yes,no,cellular,15,may,1,-1,0,unknown,yes
455,54,self-employed,married,secondary,no,641,yes,no,cellular,20,nov,2,-1,0,unknown,no
456,30,self-employed,single,tertiary,no,1495,no,no,cellular,6,aug,2,-1,0,unknown,no
457,36,housemaid,married,primary,no,78,yes,no,telephone,30,jul,9,-1,0,unknown,yes
458,30,management,single,tertiary,no,697,no,no,cellular,29,oct,3,80,5,success,yes
459,31,blue-collar,married,secondary,no,3659,no,no,unknown,2,jun,1,-1,0,unknown,no
460,36,management,single,tertiary,no,0,yes,no,cellular,16,jul,2,-1,0,unknown,no
461,33,blue-collar,married,secondary,no,-253,yes,no,cellular,12,may,3,-1,0,unknown,no
462,46,management,married,primary,no,357,yes,yes,unknown,19,may,2,-1,0,unknown,no
463,59,services,married,secondary,no,968,no,no,cellular,9,feb,2,-1,0,unknown,no
464,20,student,single,unknown,no,479,no,no,cellular,11,sep,2,-1,0,unknown,no
465,34,admin.,divorced,secondary,no,145,no,no,cellular,8,jul,5,-1,0,unknown,no
466,37,technician,divorced,secondary,no,0,yes,no,cellular,16,jul,1,-1,0,unknown,no
467,58,blue-collar,married,secondary,no,25,no,no,unknown,9,jun,3,-1,0,unknown,yes
468,36,blue-collar,married,secondary,no,520,yes,no,unknown,23,may,2,-1,0,unknown,no
469,34,admin.,married,tertiary,no,21,no,yes,cellular,2,jun,1,92,2,failure,no
470,28,blue-collar,married,secondary,no,61,yes,no,cellular,21,aug,1,109,3,success,yes
471,34,technician,single,secondary,no,341,no,yes,cellular,29,jan,1,262,3,failure,no
472,55,self-employed,married,primary,no,0,no,no,cellular,8,aug,2,-1,0,unknown,no
473,57,management,divorced,tertiary,no,8897,yes,no,cellular,12,aug,2,-1,0,unknown,yes
474,47,unemployed,single,primary,no,289,no,no,cellular,5,feb,1,-1,0,unknown,no
475,53,services,divorced,primary,no,-291,yes,yes,unknown,7,may,1,-1,0,unknown,yes
476,30,management,single,tertiary,no,5359,no,no,cellular,19,aug,1,84,2,success,yes
477,30,management,married,tertiary,no,1221,yes,no,telephone,25,jul,4,-1,0,unknown,yes
478,37,technician,single,tertiary,no,197,no,no,cellular,16,nov,1,200,1,success,yes
479,53,management,married,tertiary,no,3754,no,no,cellular,22,apr,1,278,2,failure,yes
480,29,services,single,secondary,no,262,yes,no,unknown,9,may,1,-1,0,unknown,no
481,47,management,married,tertiary,no,1147,no,no,cellular,2,jun,1,95,1,failure,yes
482,51,entrepreneur,married,secondary,no,-799,no,yes,cellular,15,jul,3,-1,0,unknown,yes
483,52,management,married,tertiary,no,1295,yes,no,cellular,18,nov,1,123,1,other,no
484,55,technician,married,tertiary,no,440,no,no,unknown,23,may,1,-1,0,unknown,no
485,32,management,single,tertiary,no,2069,no,no,cellular,22,apr,1,-1,0,unknown,yes
486,29,technician,married,secondary,no,1180,yes,no,cellular,17,apr,3,323,3,failure,yes
487,32,management,single,tertiary,no,6248,yes,no,cellular,15,may,3,371,2,failure,no
488,39,management,single,tertiary,no,816,yes,no,cellular,27,aug,3,-1,0,unknown,no
489,50,admin.,married,secondary,no,0,yes,yes,unknown,26,jun,2,-1,0,unknown,no
490,35,blue-collar,divorced,secondary,no,336,yes,no,cellular,14,may,1,346,2,failure,yes
491,28,self-employed,married,secondary,no,123,no,yes,telephone,22,oct,1,-1,0,unknown,yes
492,30,admin.,married,primary,no,624,yes,no,cellular,15,may,2,368,1,failure,no
493,48,blue-collar,divorced,primary,no,183,no,no,unknown,9,jun,1,-1,0,unknown,yes
494,77,retired,married,tertiary,no,0,no,no,cellular,17,aug,1,-1,0,unknown,yes
495,37,technician,divorced,secondary,no,3068,yes,yes,cellular,20,nov,2,195,1,other,yes
496,46,blue-collar,married,primary,no,-169,yes,yes,cellular,8,jul,1,-1,0,unknown,no
497,64,retired,married,tertiary,no,380,no,no,cellular,25,aug,1,-1,0,unknown,yes
498,25,management,married,primary,no,168,yes,no,unknown,3,jun,1,-1,0,unknown,yes
499,38,technician,single,secondary,no,1711,no,no,telephone,30,sep,1,-1,0,unknown,yes
500,26,technician,single,secondary,no,0,no,no,cellular,8,jul,2,-1,0,unknown,no
501,48,management,divorced,tertiary,no,17964,yes,no,cellular,26,may,2,96,3,other,yes
502,35,admin.,divorced,secondary,no,20,no,yes,cellular,17,jul,1,-1,0,unknown,no
503,31,blue-collar,married,primary,no,251,yes,no,unknown,7,may,2,-1,0,unknown,no
504,41,admin.,divorced,secondary,no,2970,no,yes,unknown,27,jun,2,-1,0,unknown,no
505,38,management,married,tertiary,no,179,no,no,unknown,8,aug,4,-1,0,unknown,yes
506,59,management,married,tertiary,no,202,yes,no,unknown,3,jun,6,-1,0,unknown,no
507,51,services,married,secondary,no,144,no,yes,unknown,27,jun,2,-1,0,unknown,no
508,32,blue-collar,single,secondary,no,2746,no,no,cellular,28,jan,1,-1,0,unknown,no
509,41,management,married,tertiary,no,328,yes,no,cellular,29,jul,12,-1,0,unknown,no
510,52,management,single,tertiary,no,83,no,no,cellular,26,aug,6,-1,0,unknown,yes
511,24,blue-collar,single,secondary,no,578,yes,no,cellular,17,apr,5,-1,0,unknown,no
512,30,technician,single,tertiary,no,6683,no,no,cellular,30,jan,1,-1,0,unknown,no
513,48,blue-collar,married,primary,no,916,no,no,unknown,12,jun,3,-1,0,unknown,no
514,42,entrepreneur,single,unknown,no,323,no,no,unknown,16,jun,1,-1,0,unknown,yes
515,35,management,divorced,tertiary,no,0,yes,no,telephone,29,oct,1,-1,0,unknown,yes
516,27,services,single,secondary,no,353,yes,no,cellular,15,may,1,-1,0,unknown,yes
517,27,services,married,secondary,no,54,yes,no,cellular,18,may,1,370,1,failure,no
518,45,admin.,divorced,secondary,no,-176,no,yes,cellular,7,jul,1,-1,0,unknown,yes
519,58,retired,married,secondary,no,413,no,no,cellular,27,aug,5,-1,0,unknown,no
520,44,blue-collar,married,primary,no,213,no,no,unknown,6,may,1,-1,0,unknown,no
521,48,blue-collar,married,secondary,no,1405,yes,no,unknown,14,may,2,-1,0,unknown,yes
522,36,management,married,tertiary,no,255,no,no,cellular,25,aug,6,95,4,success,yes
523,52,technician,married,secondary,no,386,no,no,cellular,20,apr,1,-1,0,unknown,yes
524,32,services,married,primary,no,228,yes,no,cellular,21,jul,6,-1,0,unknown,yes
525,32,technician,single,tertiary,no,2340,no,no,cellular,18,feb,2,-1,0,unknown,yes
526,34,admin.,single,secondary,no,280,no,no,cellular,8,jul,2,-1,0,unknown,no
527,26,technician,single,tertiary,no,-67,yes,no,cellular,15,may,1,-1,0,unknown,yes
528,35,technician,married,secondary,no,433,no,no,cellular,28,aug,16,-1,0,unknown,no
529,35,self-employed,single,tertiary,no,577,yes,no,cellular,21,jul,1,-1,0,unknown,no
530,42,blue-collar,married,secondary,no,3,yes,no,cellular,12,may,1,-1,0,unknown,no
531,24,self-employed,single,tertiary,no,2376,no,no,cellular,27,apr,1,-1,0,unknown,yes
532,53,retired,divorced,primary,no,2997,no,no,unknown,9,jun,1,-1,0,unknown,no
533,57,services,divorced,primary,no,818,no,no,cellular,28,jan,1,-1,0,unknown,no
534,56,retired,married,unknown,no,230,no,no,cellular,8,sep,1,92,2,failure,no
535,49,management,married,tertiary,no,1093,yes,yes,cellular,12,jan,2,91,2,success,yes
536,39,services,single,unknown,no,257,yes,no,unknown,5,may,1,-1,0,unknown,no
537,35,blue-collar,single,secondary,no,4963,yes,no,cellular,14,may,1,300,1,failure,yes
